Species,Family,FishGroups,EnglishName,KiswahiliName,Bycatch,Price_KSHPerkg,FunGr_Diet,TrophLevel,SE_TrophLevel,Vulnerability,Lmat_cm,Lopt_cm,Linf_cm,SizeCategory,Diet,Mobility,Active,Schooling,Position,TempPrefMin_degC,TempPrefMean_degC,TempPrefMax_degC,Calcium_mgPer100g,Calicum_L95,Calcium_U95,Iron_mgPer100g,Iron_L95,Iron_U95,Omega3_gPer100g,Omega3_L95,Omega3_U95,Protein_gPer100g,Protein_L95,Protein_U95,VitaminA_ugPer100g,VitaminA_L95,VitaminA_U95,Selenium_ugPer100g,Selenium_L95,Selenium_U95,Zinc_mgPer100g,Zinc_L95,Zinc_U95,Source,Notes
Siganus canaliculatus,Siganidae,Rabbitfishes,White spotted spinefoot,Tafi,No,200,Grazer,2.75999999,0.3083,18.14,18.24658601,17.27479947,22.78296759,S4,Herbivorous detritivorous,VMob,Day,LargeG,Bottom,24.7,28.3,29.1,82.28416823,31.76827374,207.2770921,1.361763414,0.543560681,3.229849363,0.308698194,0.124518931,0.773066437,18.78645102,17.25765832,20.33527651,12.53400732,2.542256972,56.1415601,26.53565728,6.920282659,80.4335558,1.653373847,0.728892463,3.74074103,Galligan,
Siganus lineatus,Siganidae,Rabbitfishes,Lined rabbitfish,Tafi,No,200,Grazer,2,0,25.18,21.52058369,22.41100556,31.19312275,S4,Herbivorous detritivorous,VMob,Day,MedG,Bottom,24.9,28,29,33.46555622,16.27636256,73.95274114,0.722068161,0.356734995,1.337825665,0.132574206,0.075142555,0.237818348,19.25855331,18.10070151,20.3772801,20.23534034,6.429005615,65.49460398,21.88254753,10.52975653,48.19902849,1.363461702,0.648348172,2.802263566,Galligan,
Siganus stellatus,Siganidae,Rabbitfishes,Stellate rabbitfish,Tafi,No,200,Browser,2.7,0.3,24.3,20.71170436,21.3077477,29.53182817,S4,Herbivorous detritivorous,Mob,Day,Pair,Bottom,25.3,28.1,29.1,35.7227677,15.82980843,86.17248548,0.635853278,0.29321385,1.392679244,0.134882157,0.070219267,0.26091231,19.24148951,17.87824308,20.56729945,22.80423936,7.028329276,72.19499424,18.08691269,7.70096307,46.90603527,1.099596185,0.497434665,2.372906269,Galligan,
Siganus sutor,Siganidae,Rabbitfishes,White-spotted rabbitfish,Tafi,No,200,Browser,2,0,26.01,25.7435437,26.82878334,37.13182414,S4,Herbivorous detritivorous,Mob,Day,LargeG,Bottom,24.6,27.5,28.9,43.7403885,18.461812,104.3888107,0.930038845,0.407040569,1.950882905,0.275352756,0.126218878,0.621167413,18.19867987,16.90819446,19.47318173,26.98228832,7.166828147,98.93713019,21.13821379,8.403902913,54.5032761,1.705612919,0.777727853,3.68883951,Galligan,
Sillago sihama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,16.6,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sphyraena barracuda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.7,99.3,151.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sphyraena flavicauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,25.6,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sphyraena obtusata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,21.2,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Strongylura leiura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,66.5,102.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sufflamen chrysopterum,Balistidae,Triggerfishes,Haifmoon triggerfish,Kikande,Yes,160,Invert-Micro,3.45,0.41,29.77,17.91561632,18.05949453,37.4401865,S4,Mobile Inverts,Sed,Day,Sol,Bottom,24.8,28.4,29.3,59.07957055,23.36507528,125.7692219,0.618753868,0.376605208,1.230973849,0.131226116,0.066389182,0.263387497,18.74380229,16.68130859,20.77060566,57.10487193,17.58408376,183.7446642,32.11371188,16.65286645,68.29239603,1.123464997,0.731644452,1.71401366,Galligan,
Synanceia verrucosa,Synanceiidae,Scorpionfishes,Stone fishes,NA,Yes,0,Predator,4.2,0.73,58.16,18.95088154,20.64806197,32.61876409,S4,Carnivorous,Sed,Night,Sol,Bottom,24.9,28.3,29.3,41.45566503,21.14356396,95.81260201,0.555476529,0.283413328,1.052199975,0.219975832,0.103526186,0.578078538,18.10173654,16.59359611,19.55433264,221.3847473,80.55605298,618.4938621,36.47691198,17.7111904,79.55513954,0.958115479,0.645443624,1.447450975,Galligan,
Taeniamia mozambiquensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Taeniura lymma,Dasyatidae,Rays,Blue spotted ribbontail,Karwe,Yes,NA,Invert-Macro,3.62,0.54,90,51.69588731,66.41168803,111.3933645,NA,NA,NA,NA,NA,NA,25.5,28.6,29.3,24.80640428,3.579531961,137.7300172,0.469836533,0.089202996,1.932970324,0.109918766,0.038701232,0.302170321,21.24548991,18.50091034,23.86754789,99.54503462,21.70137595,446.7057117,20.94338165,5.278559495,75.27563366,1.059953333,0.278109039,4.257560765,Galligan,
Terapon jarbua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,22.2,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Tetrosomus gibbosus,Ostraciidae,NA,NA,Kikande,Yes,0,Invert-Micro,3.5,0.37,16,19.0749683,20.48153684,35.6931336,S4,Omnivorous,Mob,Both,Sol,Bottom,22.2,26.9,28.2,58.41306097,22.97514168,124.1024202,0.612808584,0.373589865,1.208969733,0.128184924,0.066468821,0.237763916,18.72001177,16.43464479,20.92186461,58.73604817,18.23140161,189.7031479,31.93141325,16.57590267,67.54992015,1.123334701,0.732612358,1.71841025,Galligan,
Thalassoma hebraicum,Labridae,Wrasses,Goldbar wrasse,NA,Yes,160,Predator,3.5,0.37,30.69,10.94567466,12.3020981,20.08093873,S3,Mobile Inverts,Mob,Day,SmallG,Bottom,24.2,26.8,27.8,65.71767572,40.93901713,123.8533786,0.659780142,0.389770722,1.118076824,0.152161718,0.099457998,0.225946242,18.72523465,15.89922465,21.01422757,105.3167822,36.61538771,324.1473345,32.85089861,19.40413622,52.56857045,1.572291254,1.105407548,2.78318314,Galligan,
Thalassoma purpureum,Labridae,Wrasses,Tripletail wrasse,Stefua,Yes,160,Cleaner,3.75,0.57,44,10.94567466,12.3020981,20.08093873,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,24.6,28.3,29.3,40.66185734,25.03847066,69.94755931,0.511969782,0.285983691,0.868449,0.142373496,0.095849924,0.205934677,18.92941453,16.06151152,21.22914702,98.80201199,34.09215368,309.337212,37.76223705,22.42056686,59.11518504,1.243065523,0.877384438,2.207550817,Galligan,
Trichiurus lepturus,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1.23,NA,NA,0.256,NA,NA,19.4,NA,NA,3.29,NA,NA,173,NA,NA,0.855,NA,NA,FishBase,
Tylosurus crocodilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,73.3,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Umbrina canariensis,Sciaenidae,Croakers,Canary drum,Beha,No,NA,NA,3.37,0.44,43.62,31.13641067,36.72292539,57.67021762,NA,NA,NA,NA,NA,NA,11.9,15,19.7,64.0223075,31.88932322,120.5489057,1.036977329,0.626329081,1.762586673,0.313783771,0.192940422,0.469378895,19.85719249,18.8854223,20.87662638,6.765424269,2.435005037,21.74581121,42.28721859,22.64750241,76.71499598,0.708878199,0.491695423,1.098891086,Galligan,
Upeneus margarethae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,6.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Upeneus saiab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,6.4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Upeneus sulphureus,Mullidae,Goatfishes,Sulphur goatfish,Mkundaji,No,160,Predator,3.32,0.44,15.4,10.55148651,11.53741043,19.56268953,NA,NA,NA,NA,NA,NA,24.3,28,29.1,298.5761153,151.2728397,533.4554854,1.424083594,0.684707662,2.774775337,0.57494919,0.275539415,1.257476865,16.21291166,14.08815799,18.70628421,16.72181488,6.107991229,54.76529477,65.48127561,31.88049186,133.1989316,1.599550288,0.898427962,2.369988624,Galligan,
Upeneus tragula,Mullidae,Goatfishes,Freckled goatfish,Mkundaji,No,160,Invert-Micro,3.5,0.37,16.67,10.48272216,11.57017181,19.752132,S4,Mobile Inverts,Mob,Both,MedG,Bottom,24.8,28.2,29.1,98.18331477,48.07203698,207.9957049,0.907988652,0.438617541,1.847273266,0.34573982,0.164316468,0.766554323,17.07794089,14.79180615,19.72397624,78.72534184,21.71600181,325.7789988,34.69222387,14.97923396,78.20273724,1.592062453,0.837052024,2.483167445,Galligan,
Upeneus vittatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,12.9,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Variola louti,Serranidae,Groupers,Lyretail grouper,Kikokwe,Yes,200,Piscivore,4,0.67,48.64,32.06741878,37.30547593,60.1885698,S5,Carnivorous,Mob,Day,Sol,Bottom,20.1,27.2,28.9,26.2927883,15.00705151,45.49491739,0.479331624,0.292453792,0.765659682,0.149086158,0.099475662,0.223047448,18.66199691,16.69021816,20.52139995,117.5909729,43.23561315,351.4931332,44.17876563,25.48561103,73.20183384,0.77395148,0.531954798,1.12848258,Galligan,
Wetmorella,Labridae,NA,NA,Nzumari,Yes,160,NA,NA,NA,NA,23.31100516,27.57424678,41.39718455,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.22805606,29.11447348,119.7863742,0.655226026,0.342601058,1.244415875,0.139872044,0.0819429,0.238971201,18.49869589,15.486292,20.97197347,129.977309,35.7526553,494.5373674,34.6347837,17.50124066,70.68208985,1.91310444,1.108923313,3.339610245,Galligan,
Zanclus cornutus,Zanclidae,Surgeonfishes,Moorish idol,Kibangala mwewe,Yes,NA,Invert-Micro,2.49,0,11.94,21.49901727,25.21861397,38.70621519,S3,Omnivorous,Mob,Day,SmallG,Bottom,20,27.7,29,39.05222763,21.5910221,74.38349916,0.996411602,0.561107797,1.671585283,0.177635987,0.103032516,0.302457704,19.271703,18.12675011,20.39518011,30.04013052,7.18770445,119.0132585,13.41050286,6.566833487,29.28113413,1.083511089,0.670092907,1.710957228,Galligan,
Zebrasoma desjardinii,Acanthuridae,Surgeonfishes,Desjardin's sailfin tang,Togoo,Yes,120,NA,NA,NA,32.64,16.14815104,17.4050006,24.09841784,S4,Herbivorous detritivorous,Mob,Day,SmallG,Bottom,25.4,27.6,29.1,33.32958722,13.23433634,92.06252964,0.708723601,0.307286956,1.84230934,0.142471083,0.071815333,0.285158024,18.58089361,17.42286649,19.69902257,24.67010294,6.243644134,91.87658188,12.65351473,4.721981189,36.57895662,1.701817033,0.686661023,3.025192777,Galligan,
Zebrasoma velifer,Acanthuridae,Surgeonfishes,Sailfin tang,Kitata,No,120,Browser,2,0,36.94,16.97804457,18.49672463,25.70380893,NA,NA,NA,NA,NA,NA,24.8,27.6,28.9,30.25446305,12.03729965,84.90998765,0.65505827,0.28458394,1.720246762,0.141837783,0.070827451,0.289019404,18.48300118,17.30075299,19.62932522,30.20360592,7.650331647,118.2760683,11.93654168,4.512541857,35.11361942,1.695658111,0.698230779,3.079485868,Galligan,
